legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category,remove_reason
《砖茶含氟量》,产品质量与安全,ai,True,<泛类型>,《砖茶含氟量》属食品安全标准。,食品药品,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《砖茶含氟量》
《破碎石子承包合同》,建设工程与房地产,ai,True,<泛类型>,破碎石子承包合同，多涉工程施工。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《破碎石子承包合同》
《磐安县住房和城乡建 设局移交函》,建设工程与房地产,ai,True,<泛类型>,住建局移交，多涉建设工程违法。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《磐安县住房和城乡建 设局移交函》
《磷化槽翻槽作业方案》,安全生产,ai,True,<泛类型>,磷化槽属危化作业，安全生产规范。,安全生产/危化品,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《磷化槽翻槽作业方案》
《磷酸一铵、磷酸二铵》,产品质量与安全,ai,True,<泛类型>,《磷酸一铵、磷酸二铵》属产品标准规范。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《磷酸一铵、磷酸二铵》
《社会艺术水平考级管理办法》第十七条,公共文化与传媒,ai,True,<泛类型>,《社会艺术水平考级管理办法》属文化管理领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《社会艺术水平考级管理办法》第十七条
《福州市市场监督管理机关行政处罚程序暂行规定》第十八、十九条,其他,ai,True,<泛类型>,仅给出程序规定条款编号，信息不足。,其他违法行为,(6-5) 程序性，不含实体违规 | 匹配模式: '行政处罚程序' | 法条: 《福州市市场监督管理机关行政处罚程序暂行规定》第十八、十九条
《福州市市场监督管理机关行政处罚自由裁量权适用规则》第十四条,其他,ai,True,<泛类型>,仅有条款序号，无具体违法内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《福州市市场监督管理机关行政处罚自由裁量权适用规则》第十四条
《福州市市场监督管理机关行政处罚自由裁量权适用规则》第四条,其他,ai,True,<泛类型>,仅有条款编号，无具体违法内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《福州市市场监督管理机关行政处罚自由裁量权适用规则》第四条
《福州市统计工作管理条例》,统计相关,ai,True,<泛类型>,《福州市统计工作管理条例》属统计管理法规。,统计相关,(6-7) 泛型法条被AI分为具体分类'统计相关'，应删除 | 原标记: <泛类型> | 法条: 《福州市统计工作管理条例》
《福州市统计行政处罚自由裁量权量化标准暂行规定》,统计相关,ai,True,<泛类型>,《统计行政处罚》明确属统计领域。,统计相关,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《福州市统计行政处罚自由裁量权量化标准暂行规定》
《福州市驾培行政处罚裁量标准》,交通运输,ai,True,<泛类型>,涉及驾培管理，属道路交通领域。,交通运输违规,(6-7) 泛型法条被AI分为具体分类'交通运输'，应删除 | 原标记: <泛类型> | 法条: 《福州市驾培行政处罚裁量标准》
《福州晚报》,公共文化与传媒,ai,True,<泛类型>,《福州晚报》属新闻传媒领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《福州晚报》
《福建省人民防空条例》第三十八条,*人民防空管理*,ai,True,<泛类型>,依据人民防空条例，属人防管理事项。,*人民防空管理*,(6-6) AI分类含星号'*人民防空管理*'，分类不确定 | 法条: 《福建省人民防空条例》第三十八条
《福建省人民防空条例》第十六条,*人民防空管理*,ai,True,<泛类型>,基于《人民防空条例》专门管理领域。,*人民防空管理*,(6-6) AI分类含星号'*人民防空管理*'，分类不确定 | 法条: 《福建省人民防空条例》第十六条
《福建省人民防空行政处罚裁量基准》,*人民防空管理*,ai,True,<泛类型>,针对人防工程及防空管理。,*人民防空管理*,(6-6) AI分类含星号'*人民防空管理*'，分类不确定 | 法条: 《福建省人民防空行政处罚裁量基准》
《福建省住房和城乡建设系统行政处罚裁量权基准》,建设工程与房地产,ai,True,<泛类型>,住建系统裁量基准，指向建设工程。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省住房和城乡建设系统行政处罚裁量权基准》
《福建省住房和城乡建设系统行政处罚裁量权基准〔2021年版〕》,建设工程与房地产,ai,True,<泛类型>,住建系统处罚基准，多涉工程建设。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省住房和城乡建设系统行政处罚裁量权基准〔2021年版〕》
《福建省住房和城乡建设系统行政处罚裁量权适用规则〔试行〕》,建设工程与房地产,ai,True,<泛类型>,住建系统规制，多涉工程建设。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省住房和城乡建设系统行政处罚裁量权适用规则〔试行〕》
《福建省住房和城乡建设系统行政处罚裁量权适用规则（试行）》,建设工程与房地产,ai,True,<泛类型>,《住建系统处罚规则》属建设领域监管。,建设工程,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省住房和城乡建设系统行政处罚裁量权适用规则（试行）》
《福建省工商行政管理机关行政处罚自由裁量权适用规则》第十六条第一款第（十）项,市场秩序与竞争监管,ai,True,<泛类型>,工商处罚规则，多属市场秩序管理。,消费者权益/市场秩序,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《福建省工商行政管理机关行政处罚自由裁量权适用规则》第十六条第一款第（十）项
《福建省工商行政管理机关行政处罚自由裁量权适用规则》第十六条第（十）项、,其他,ai,True,<泛类型>,仅有规则条款引用，无法细分类别。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚自由裁量权' | 法条: 《福建省工商行政管理机关行政处罚自由裁量权适用规则》第十六条第（十）项、
《福建省市场主体住所（经营场所）申报承诺表》,市场主体与登记治理,ai,True,<泛类型>,涉及市场主体住所登记申报承诺事项。,无照经营/登记问题,(6-7) 泛型法条被AI分为具体分类'市场主体与登记治理'，应删除 | 原标记: <泛类型> | 法条: 《福建省市场主体住所（经营场所）申报承诺表》
《福建省市场监督管理局关于行政处罚裁量权的适用规则》,其他,ai,True,<泛类型>,仅为裁量规则总则，无法细分。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第七条,其他,ai,True,<泛类型>,仅给出条文标题，无法判断具体内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第七条
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第七条第五款,其他,ai,True,<泛类型>,仅给出条款序号，无法判断具体内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第七条第五款
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十一条第一项,其他,ai,True,<泛类型>,仅给出条款序号，无法判断具体内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十一条第一项
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十一条第（一）项,其他,ai,True,<泛类型>,仅给规则条款编号，无法判断类型。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十一条第（一）项
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十三条第一款,其他,ai,True,<泛类型>,仅给出条款编号，无法判断内容。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十三条第一款
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十三条第一款、第十四条第二款,其他,ai,True,<泛类型>,仅给出裁量规则条款，无法对应具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十三条第一款、第十四条第二款
《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十条第（二）项、第十一条第（一）项,其他,ai,True,<泛类型>,仅给出裁量规则条款，无法对应具体领域。,其他违法行为,(6-5) 程序性 | 匹配模式: '行政处罚裁量权' | 法条: 《福建省市场监督管理局关于行政处罚裁量权的适用规则》第十条第（二）项、第十一条第（一）项
《福建省防空地下室防护标准管理规定》,建设工程与房地产,ai,True,<泛类型>,防空地下室属建设工程防护标准管理。,建设工程,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《福建省防空地下室防护标准管理规定》
《福田沙头富通九曜公馆“3·1”一般高处坠落事故调查报告》,安全生产,ai,True,<泛类型>,一般高处坠落事故，属生产安全。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《福田沙头富通九曜公馆“3·1”一般高处坠落事故调查报告》
《秀山土家族苗族自治县乡镇供水管理规定》第三十一条,水资源*,ai,True,<泛类型>,乡镇供水管理规定，属水资源领域。,水资源*,(6-6) AI分类含星号'水资源*'，分类不确定 | 法条: 《秀山土家族苗族自治县乡镇供水管理规定》第三十一条
《种子管理条例》第三十八条及,产品质量与安全,ai,True,<泛类型>,依据种子管理条例，属种子质量问题。,产品质量,(6-7) 泛型法条被AI分为具体分类'产品质量与安全'，应删除 | 原标记: <泛类型> | 法条: 《种子管理条例》第三十八条及
《科目余额表》,财税与金融监管,ai,True,<泛类型>,《科目余额表》属会计核算范畴。,会计/账务,(6-7) 泛型法条被AI分为具体分类'财税与金融监管'，应删除 | 原标记: <泛类型> | 法条: 《科目余额表》
《科福龙阀门集团有限公司“10.17”物体打击事故调查报告的通知》,安全生产,ai,True,<泛类型>,物体打击事故调查，典型安全生产事故。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《科福龙阀门集团有限公司“10.17”物体打击事故调查报告的通知》
《租房合同》,建设工程与房地产,ai,True,<泛类型>,与房屋租赁合同法律关系相关。,房地产/土地,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《租房合同》
《租赁合同》,建设工程与房地产,ai,True,<泛类型>,涉及房屋租赁合同法律关系。,房地产/土地,(6-7) 泛型法条被AI分为具体分类'建设工程与房地产'，应删除 | 原标记: <泛类型> | 法条: 《租赁合同》
